Protein	Gene	Description	Group	Peptides	Collapsed	ChrI-TEF1-SRPrec-32	ChrI-ADH1-SRP-3	ChrI-CYC1-SRP-6	ChrI-TEF1-SRP-15	ChrI-SRPrec-2cAlpha	HO-SRPrec-1aAlpha	ChrI-ADH1-SRP-1aAlpha	ChrI-TEF1-SRP-1aAlpha	WT MATa	Bridge
sp|P20081|FKBP_YEAST	FPR1	FK506-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FPR1 PE=1 SV=2	1668	3	C	384.8569269	361.0109908	314.5671082	323.3412903	323.6555679	315.9446495	323.1296002	350.336436	282.8720306	323.7864226
sp|P21182|DCAM_YEAST	SPE2	S-adenosylmethionine decarboxylase proenzyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPE2 PE=1 SV=1	1669	2	C	133.4163847	125.366063	132.2144408	133.3586874	131.1076643	137.2126014	140.6866139	129.8786861	164.2780386	134.2854898
sp|P42942|YG4I_YEAST	YGR210C	Uncharacterized GTP-binding protein YGR210C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR210C PE=1 SV=1	1670	2	C	150.575554	137.8665094	147.2311894	154.492383	155.8911549	147.9340736	150.5989783	164.6660538	193.1672367	158.1315603
sp|P40485|SLM1_YEAST	SLM1	"Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLM1 PE=1 SV=1"	1671	1	C	82.64944161	86.96779485	85.90120663	89.83676679	82.03349102	72.62479333	78.00536539	101.2763266	68.80025329	84.05410391
sp|P48524|BUL1_YEAST	BUL1	Ubiquitin ligase-binding protein BUL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUL1 PE=1 SV=1	1672	2	C	83.51508728	73.3940636	85.28642564	89.11537787	91.42918419	86.07945828	78.3602296	93.45160158	104.8027787	94.40487808
sp|P53617|NRD1_YEAST	NRD1	Protein NRD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NRD1 PE=1 SV=1	1674	5	C	487.6971916	525.2258068	549.0305457	502.2691857	484.0905915	500.5924541	496.3898767	564.630081	597.9799966	527.4740182
sp|P34253|KTI12_YEAST	KTI12	Protein KTI12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KTI12 PE=1 SV=2	1675	4	C	372.5262111	372.1710935	357.0033091	383.6462775	396.6573849	391.9083185	373.0245042	365.4409556	367.4593818	374.6206208
sp|P0CT04|IPB2_YEAST	PBI2	Protease B inhibitor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PBI2 PE=1 SV=1	1676	3	C	706.7155715	529.9771077	579.9567415	471.7989224	576.9213572	502.7476636	382.7112324	613.5921268	845.6721264	571.7624221
sp|P00044|CYC1_YEAST	CYC1	Cytochrome c iso-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CYC1 PE=1 SV=2	1677	2	C	217.6090597	244.0889914	196.1264437	242.587565	252.8756988	265.2297797	312.6809835	300.6187438	280.4300386	280.4451868
sp|P32867|SSO1_YEAST	SSO1	Protein SSO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSO1 PE=1 SV=2	1678	4	C	297.5158418	288.8556592	284.0992711	289.7611364	277.3720121	250.0918271	277.694674	297.1576668	272.3223864	290.6080444
sp|P53073|EMC4_YEAST	EMC4	ER membrane protein complex subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EMC4 PE=1 SV=1	1680	1	C	39.22700624	32.94366573	37.73642389	41.67885644	38.86507277	42.0363674	39.32204095	39.46108308	49.89607262	39.65514966
sp|P36024|SIS2_YEAST	SIS2	Phosphopantothenoylcysteine decarboxylase subunit SIS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SIS2 PE=1 SV=1	1681	2	C	100.3926153	104.2054013	104.1124546	121.7006197	103.2720584	109.6263319	96.37547329	111.6837046	105.3912734	110.6461086
sp|Q06405|ATPK_YEAST	ATP17	"ATP synthase subunit f, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP17 PE=1 SV=1"	1683	3	C	525.1984769	506.8003752	479.2089193	458.772089	505.0339446	447.6183729	403.5625571	450.6752324	457.0895883	475.7381615
sp|P39105|PLB1_YEAST	PLB1	Lysophospholipase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PLB1 PE=1 SV=2	1686	1	C	29.99356389	23.78599794	16.22519412	21.849683	28.95001033	24.89992914	23.94410351	30.61389273	18.15509925	21.06078957
sp|P42826|XKS1_YEAST	XKS1	Xylulose kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=XKS1 PE=1 SV=2	1687	1	C	101.1207827	76.53341696	94.06429319	87.52388613	99.79848839	76.88310834	94.68378784	99.89598037	86.12236027	92.16343657
##sp|P35169|TOR1_YEAST	##TOR1	####Serine/threonine-protein kinase TOR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOR1 PE=1 SV=3	1688	1	C	215.9780362	215.9801581	201.7548472	184.2673455	183.2661012	225.8809884	229.5706723	203.0995057	19.86344943	162.2283704
sp|Q01590|SED5_YEAST	SED5	Integral membrane protein SED5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SED5 PE=1 SV=1	1689	1	C	23.4000623	31.33333431	29.27060048	26.91101289	28.11778452	27.42933984	26.66697571	29.89068261	37.28065537	33.19838353
sp|P53295|RBG2_YEAST	RBG2	Ribosome-interacting GTPase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RBG2 PE=1 SV=1	1691	6	C	594.4590428	541.8058671	562.9094041	554.3248027	564.8491333	532.3696949	566.9495405	539.9904805	876.4916468	613.0860666
sp|P54860|UFD2_YEAST	UFD2	E4 ubiquitin-protein ligase UFD2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UFD2 PE=1 SV=3	1692	3	C	240.3642884	220.2112804	201.1353625	227.1817687	215.2956705	228.7322904	237.8986994	218.3217572	261.9689071	219.7173961
sp|Q08562|ULS1_YEAST	ULS1	ATP-dependent helicase ULS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ULS1 PE=1 SV=1	1693	3	C	631.5826526	624.9011093	711.7338401	684.3989123	685.0950306	797.3708761	751.0852866	658.0287033	727.6987017	641.1967638
sp|Q03262|PGM3_YEAST	PRM15	Phosphoribomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRM15 PE=1 SV=1	1694	1	C	66.47412265	56.88571723	52.17672156	61.46091033	58.03851259	54.49189247	61.16577422	52.537611	63.47762067	52.4804123
sp|P28496|LAC1_YEAST	LAC1	Sphingosine N-acyltransferase LAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAC1 PE=1 SV=2	1695	1	C	136.2105151	143.6652377	141.7529034	153.5844696	156.7076007	152.443229	167.0059536	170.150197	173.0196838	156.8430704
sp|P40579|YIV5_YEAST	YIR035C	Uncharacterized oxidoreductase YIR035C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIR035C PE=1 SV=1	1697	2	C	126.6048563	96.76906997	122.7040001	100.3891339	99.52405283	91.54965387	81.26908072	92.5443453	90.05162536	96.07356259
sp|Q08446|SGT1_YEAST	SGT1	Protein SGT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGT1 PE=1 SV=1	1698	2	C	128.1311556	117.9461957	120.9276103	137.9166426	158.5286766	140.7527879	135.0789194	149.7465414	117.2238211	143.9591193
sp|P25386|USO1_YEAST	USO1	Intracellular protein transport protein USO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=USO1 PE=1 SV=2	1699	2	C	140.8896808	157.9827738	162.1718786	157.2563472	133.9412114	153.6274101	155.1292844	166.0175677	145.0352311	162.1098559
sp|P20436|RPAB3_YEAST	RPB8	"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPB8 PE=1 SV=1"	1701	2	C	183.6316318	199.2425291	193.4723672	202.8910628	172.6415248	212.7643814	204.2408108	210.8469842	258.188071	199.163185
sp|P53632|PAP2_YEAST	PAP2	Poly(A) RNA polymerase protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PAP2 PE=1 SV=1	1703	1	C	67.49763445	86.89385879	89.06448149	94.84649502	77.90490218	78.75843921	101.2725603	92.18778589	96.42512008	84.38461721
sp|P28239|IPYR2_YEAST	PPA2	"Inorganic pyrophosphatase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPA2 PE=1 SV=1"	1704	1	C	29.79469935	19.79405677	17.37269189	25.48443959	25.59003706	25.44784456	23.5070921	21.87049865	20.60179026	22.69173905
sp|P32447|ASF1_YEAST	ASF1	Histone chaperone ASF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASF1 PE=1 SV=1	1705	2	C	173.3508362	175.2284607	187.3575832	182.6457432	163.5292844	169.3162642	166.8535759	170.7112254	208.6493467	179.9211668
sp|P05744|RL33A_YEAST	RPL33A	60S ribosomal protein L33-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL33A PE=1 SV=3	1707	1	C	123.3194134	126.5084358	125.8734798	98.65180142	96.81027728	124.2288286	105.0253494	108.1360106	123.4347153	120.2306152
sp|P41056|RL33B_YEAST	RPL33B	60S ribosomal protein L33-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL33B PE=1 SV=2	1707	4	C	470.6037534	501.8278722	456.5421855	458.3146845	439.5840059	491.5000032	464.5527063	478.4659627	613.1779285	463.4505756
sp|P32332|OAC1_YEAST	OAC1	Mitochondrial oxaloacetate transport protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OAC1 PE=1 SV=1	1708	5	C	328.8461987	336.1747372	313.2480763	319.6153976	299.8855286	282.1501821	349.7009491	376.3347585	110.2886832	293.9643757
sp|Q03435|NHP10_YEAST	NHP10	Non-histone protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NHP10 PE=1 SV=1	1709	1	C	61.90514011	69.38353741	62.64451126	60.23557201	63.72295498	56.81855078	73.8650876	66.24388434	72.94887997	67.34042711
sp|P53834|HCH1_YEAST	HCH1	Hsp90 co-chaperone HCH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HCH1 PE=1 SV=1	1710	5	C	676.4291141	583.5847909	579.3542701	564.7704039	614.0916925	551.5925571	624.1693184	620.052964	882.1229967	612.4062673
sp|P36160|RPF2_YEAST	RPF2	Ribosome biogenesis protein RPF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPF2 PE=1 SV=1	1711	5	C	467.963367	508.6932191	510.7005574	493.3739329	476.5132299	493.0198738	506.5630414	525.6115737	748.2311257	585.0872471
sp|Q04458|HFD1_YEAST	HFD1	Fatty aldehyde dehydrogenase HFD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HFD1 PE=1 SV=1	1712	2	C	291.608952	268.7858573	263.8724462	253.1998085	296.8422344	271.5625739	254.9103015	286.7876506	277.665083	279.9644919
sp|P38810|SFB3_YEAST	SFB3	SED5-binding protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SFB3 PE=1 SV=1	1713	6	C	519.8709125	516.4625657	496.6815894	534.7908735	492.6872851	496.9925438	484.6274908	518.2581366	571.6275165	549.1270959
sp|P36036|YRA2_YEAST	YRA2	RNA annealing protein YRA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRA2 PE=1 SV=1	1714	2	C	168.9535345	133.853559	144.8233056	207.1628528	182.5261053	233.1065522	162.9386413	152.3354414	210.5132862	117.4147101
sp|Q06512|NOC4_YEAST	NOC4	Nucleolar complex protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOC4 PE=1 SV=1	1715	1	C	109.8384027	104.7164893	98.26688118	111.008273	105.6322041	115.5709207	107.9683878	112.6492262	94.58728615	97.33550525
sp|Q03088|SVL3_YEAST	SVL3	Styryl dye vacuolar localization protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SVL3 PE=1 SV=1	1717	1	C	155.271431	145.1237578	149.2797922	162.102766	147.1356807	123.1960168	123.3380227	123.4082381	118.552223	153.0752566
sp|P47057|SNX4_YEAST	SNX4	Sorting nexin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNX4 PE=1 SV=1	1718	1	C	44.6022536	39.8260826	44.09329733	50.6939768	48.98115926	42.65286234	42.69789063	51.97321878	34.30939105	38.88755478
sp|Q06451|TPO3_YEAST	TPO3	Polyamine transporter 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPO3 PE=1 SV=1	1719	1	C	17.33419235	21.55114924	17.40201484	16.90523259	21.95307991	18.79521846	19.21326448	23.08734172	25.46369641	20.36781144
sp|Q05521|DPP1_YEAST	DPP1	Diacylglycerol pyrophosphate phosphatase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DPP1 PE=1 SV=1	1720	3	C	61.43410409	60.42788071	66.05798186	81.91734849	77.46649139	67.71826791	73.9561235	74.78905637	57.20668364	70.60716148
sp|Q12063|UPPS_YEAST	NUS1	Dehydrodolichyl diphosphate syntase complex subunit NUS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUS1 PE=1 SV=1	1722	3	C	121.8220804	110.1909899	117.5379583	123.1498333	118.4258015	122.7923656	120.7085306	119.2664786	175.3550158	125.8036422
##sp|P39524|ATC3_YEAST	##DRS2	####Probable phospholipid-transporting ATPase DRS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DRS2 PE=1 SV=2	1723	1	C	55.52966536	67.71118859	67.24050704	59.45913367	68.32288688	74.9237521	63.81294596	58.60212428	91.7104495	59.34866086
sp|Q04013|YHM2_YEAST	YHM2	Citrate/oxoglutarate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHM2 PE=1 SV=1	1724	4	C	254.2825784	263.2648942	267.7474779	269.5238616	278.3276359	288.9659163	311.666109	330.2283115	140.8523687	251.9761017
sp|P38719|DBP8_YEAST	DBP8	ATP-dependent RNA helicase DBP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DBP8 PE=1 SV=1	1725	2	C	108.791495	117.6371187	112.346897	126.4367097	110.6661362	123.9435955	101.433729	128.3950241	150.5248649	120.2713842
sp|P38623|RCK2_YEAST	RCK2	Serine/threonine-protein kinase RCK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RCK2 PE=1 SV=3	1726	4	C	305.1451101	285.3638975	265.9330584	272.2177211	277.2112713	273.819726	290.5481233	244.9724105	290.3606072	254.0136034
sp|P33755|NPL4_YEAST	NPL4	Nuclear protein localization protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NPL4 PE=1 SV=1	1728	2	C	130.0507276	110.5061272	110.1091462	111.816201	110.6426132	120.9965293	101.0264117	115.753984	117.6497153	106.7237519
sp|Q08645|FOLE_YEAST	MET7	Folylpolyglutamate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MET7 PE=1 SV=1	1729	1	C	98.23696824	102.015601	111.8485071	100.4188997	105.4146159	106.2972386	102.5863295	103.5800271	103.0275982	117.9266929
sp|P25379|STDH_YEAST	CHA1	Catabolic L-serine/threonine dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHA1 PE=1 SV=2	1730	2	C	29.16512873	29.04444765	29.78059948	33.66715277	23.44169675	31.77847639	35.29086949	2.828544447	1016.760742	177.0208793
sp|P53753|ENG1_YEAST	DSE4	"Endo-1,3(4)-beta-glucanase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DSE4 PE=1 SV=1"	1731	3	C	286.9587525	308.7466813	284.8618677	307.6952992	301.5311618	308.2443836	312.6956352	322.9817942	243.3906735	298.740037
sp|Q12175|MSH5_YEAST	MSH5	MutS protein homolog 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSH5 PE=1 SV=1	1732	1	C	69.54332116	73.35608551	69.41700987	85.31007147	80.05373255	89.62767656	84.15361002	76.8331461	54.40600074	72.61081544
sp|Q06677|SWA2_YEAST	SWA2	Auxilin-like clathrin uncoating factor SWA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SWA2 PE=1 SV=1	1733	1	C	76.87479403	62.6060653	62.67333381	57.11993501	74.34508103	64.11423867	52.98924572	63.54458066	77.04656345	60.44676904
sp|P13185|KIN1_YEAST	KIN1	Serine/threonine protein kinase KIN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KIN1 PE=1 SV=3	1734	1	C	137.8716189	123.9822871	142.6986433	140.7759951	137.7793886	122.0138952	128.7669664	141.8164584	136.8507539	143.8225906
sp|P39926|SSO2_YEAST	SSO2	Protein SSO2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSO2 PE=1 SV=2	1735	5	C	512.5201659	463.9103904	497.1509566	505.8801526	458.860163	449.8456629	519.1234566	514.5880255	472.0108009	481.641133
sp|P47127|AIM24_YEAST	AIM24	"Altered inheritance of mitochondria protein 24, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIM24 PE=1 SV=1"	1736	2	C	106.6068817	107.3456637	109.5647203	111.3999399	113.6966888	112.1470929	106.4494948	110.7579476	115.5903567	114.8718625
sp|P12611|WHI2_YEAST	WHI2	Growth regulation protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WHI2 PE=1 SV=2	1737	1	C	36.96652354	45.72854366	42.04569534	52.21685787	40.69340162	39.67088855	34.91930234	43.89621117	33.01253964	40.94458769
sp|P53332|COAD_YEAST	CAB4	Phosphopantetheine adenylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAB4 PE=1 SV=1	1740	2	C	258.269896	237.1347596	237.8841137	236.9148302	248.1965726	242.9105414	215.0518129	256.0644354	204.1905109	235.031369
sp|P40487|DPH1_YEAST	DPH1	Diphthamide biosynthesis protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DPH1 PE=1 SV=1	1741	2	C	288.5262731	292.2423752	284.3354559	347.4458165	287.243851	282.9090877	277.1310719	278.4875531	321.4419294	320.5049925
sp|P00761|TRYP_PIG_contaminant		Trypsin OS=Sus scrofa PE=1 SV=1	1742	5	C	464.764823	380.4727393	308.4833485	412.0766088	309.6495535	262.9633601	297.687409	351.3756	289.0821788	322.0655917
sp|P47150|RT07_YEAST	RSM7	"37S ribosomal protein S7, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSM7 PE=1 SV=1"	1744	1	C	85.59820731	84.76567194	85.20386105	92.05828147	89.75365713	80.93640557	89.55266432	88.41808319	117.1872733	93.16948267
sp|Q02908|ELP3_YEAST	ELP3	Elongator complex protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ELP3 PE=1 SV=1	1746	3	C	169.1752378	147.3004273	162.7453273	189.1585853	155.7460961	203.0355619	149.9093716	169.8546659	216.6913619	134.7292081
sp|Q12386|ARP8_YEAST	ARP8	Actin-like protein ARP8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARP8 PE=1 SV=1	1747	1	C	75.95132725	68.03541639	69.04001492	77.7291095	73.78748679	70.68489884	69.01576514	63.15246142	73.93470185	62.95207128
sp|P14772|BPT1_YEAST	BPT1	Bile pigment transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BPT1 PE=1 SV=2	1748	1	C	66.9122931	62.9174654	77.5913052	63.05228714	67.75470728	59.13985453	69.5396123	71.0288443	81.09516841	69.26311195
sp|P40449|YIQ1_YEAST	YIL161W	Uncharacterized protein YIL161W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIL161W PE=1 SV=1	1749	1	C	48.3059247	54.22765529	52.98555437	51.11288115	55.86664924	48.10174267	65.67674006	76.34624068	78.20863539	62.59984611
sp|P38116|ARL1_YEAST	ARL1	ADP-ribosylation factor-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARL1 PE=1 SV=4	1750	2	C	146.2105608	139.8724795	143.5443049	161.5281372	169.9353943	151.9726458	147.9636256	150.5898861	148.8608196	160.3093832
sp|P38169|KMO_YEAST	BNA4	Kynurenine 3-monooxygenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BNA4 PE=1 SV=1	1753	2	C	152.4249385	190.0267832	170.0470399	181.1436637	197.8680328	195.8975245	199.6333391	196.8477027	129.5188108	179.4044435
sp|P11076|ARF1_YEAST	ARF1	ADP-ribosylation factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARF1 PE=1 SV=3	1754	11	C	1851.612734	1867.733945	1861.736569	1726.437555	1763.395439	1904.739753	1740.407238	1825.853264	1546.361233	1716.564379
sp|P19146|ARF2_YEAST	ARF2	ADP-ribosylation factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARF2 PE=1 SV=3	1754	1	C	112.0537648	104.4064023	109.2454705	120.2548538	131.1468694	136.8357229	87.94332143	125.0721019	62.215527	101.3896501
sp|Q04301|VBA1_YEAST	VBA1	Vacuolar basic amino acid transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VBA1 PE=1 SV=1	1755	2	C	104.4699512	75.61355946	86.33134316	122.6384138	99.62892642	137.9334073	104.1013155	124.9459606	73.52782749	65.12145596
sp|P39006|PSD1_YEAST	PSD1	"Phosphatidylserine decarboxylase proenzyme 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PSD1 PE=1 SV=1"	1756	4	C	368.0108161	383.6695648	384.0334567	395.3227334	365.6638099	389.2495746	354.436379	381.2194301	226.9762208	368.2473837
sp|Q04868|ELP6_YEAST	ELP6	Elongator complex protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ELP6 PE=1 SV=1	1757	1	C	32.40712215	33.16820105	34.74938692	40.4029508	35.20165219	42.96775153	42.92352684	34.96216353	49.72056843	43.64548631
sp|P40362|UTP18_YEAST	UTP18	U3 small nucleolar RNA-associated protein 18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTP18 PE=1 SV=1	1758	1	C	47.68326143	41.25995732	44.61720722	45.13191543	41.56326431	42.26887877	38.15332356	46.42732645	55.23407024	43.87530967
sp|P25296|CANB_YEAST	CNB1	Calcineurin subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CNB1 PE=1 SV=3	1761	4	C	316.6369184	342.691615	284.8358474	360.7369791	317.5905422	361.8877846	377.8722638	370.7280781	207.5461988	297.5510993
sp|Q12028|AP1G1_YEAST	APL4	AP-1 complex subunit gamma-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APL4 PE=1 SV=1	1762	1	C	47.69206272	31.41666389	36.18070674	41.79860907	43.67181146	49.76886363	38.42418468	50.28905223	33.48169449	41.9009525
sp|Q03148|SNZ1_YEAST	SNZ1	Pyridoxal 5'-phosphate synthase subunit SNZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNZ1 PE=1 SV=1	1763	3	C	444.2255135	233.6298671	231.8884228	289.3841799	351.2971088	384.9546015	352.8706005	367.8856941	127.0962116	279.0277531
sp|P20448|DBP4_YEAST	HCA4	ATP-dependent RNA helicase HCA4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HCA4 PE=1 SV=2	1764	4	C	279.6291736	328.8417346	309.7993781	324.7778622	307.0482965	319.3736259	330.9291892	350.8950617	589.519546	362.5748045
sp|P53164|NPY1_YEAST	NPY1	NADH pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NPY1 PE=1 SV=1	1765	1	C	164.2944223	169.3681189	161.6354589	159.2537567	195.2785373	195.4815166	184.1963065	193.9872985	144.0305386	177.4702864
sp|Q07979|RSC58_YEAST	RSC58	Chromatin structure-remodeling complex protein RSC58 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSC58 PE=1 SV=1	1766	1	C	61.1348603	69.77584295	66.45389161	77.24101985	66.69205362	70.25694611	79.92444524	77.84696174	89.36318351	75.45781876
sp|P14907|NSP1_YEAST	NSP1	Nucleoporin NSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NSP1 PE=1 SV=1	1767	7	C	589.8344673	625.5778465	599.0997184	663.4594412	571.5826056	612.8662029	681.3080237	631.3167814	799.5547268	683.5709211
sp|P52488|UBA2_YEAST	UBA2	Ubiquitin-activating enzyme E1-like OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBA2 PE=1 SV=1	1768	2	C	162.6221776	142.3935779	145.5979116	144.0904537	154.0838008	136.4464878	127.040996	124.2179451	141.1738405	152.0949045
